Country,Region,Income_Level,Year,TB_Cases,TB_Deaths,TB_Incidence_Rate,TB_Mortality_Rate,TB_Treatment_Success_Rate,Drug_Resistant_TB_Cases,HIV_CoInfected_TB_Cases,Population,GDP_Per_Capita,Health_Expenditure_Per_Capita,Urban_Population_Percentage,Malnutrition_Prevalence,Smoking_Prevalence,TB_Doctors_Per_100K,TB_Hospitals_Per_Million,Access_To_Health_Services,BCG_Vaccination_Coverage,HIV_Testing_Coverage
Brazil,Africa,High,2015,30604,7476,427.64,7.83,89.67,221,4280,1286570079,49573,1357,89.59,23.34,13.87,8.62,9.83,61.79,70.11,33.8
India,Europe,Upper-Middle,2000,44552,9107,496.58,7.61,90.66,3156,5343,578669787,59057,1505,71.35,37.33,10.65,7.97,11.07,42.55,94.04,35.09
India,Europe,Lower-Middle,2012,38094,2137,410.02,35.86,79.67,763,2084,699735138,53706,9204,47.21,14.28,22.03,9.93,5.86,73.99,96.72,39.73
USA,North America,Low,2005,4164,650,427.42,19.5,82.97,3760,6047,1060418865,13005,9959,78.03,36.37,8.27,5.34,11.26,43.3,88.33,45.44
Russia,Asia,Upper-Middle,2016,11028,7854,316.71,48.1,51.77,3699,2322,282276821,57118,5441,54.28,5.63,32.5,5.8,10.56,63.73,57.42,27.22
Russia,Asia,Upper-Middle,2011,28690,5587,461.94,16.96,77.21,3232,3484,628109753,22314,2589,81.1,10.68,21.47,9.47,7.31,44.39,68.36,52.79
Pakistan,South America,High,2022,997,3083,27.51,49.19,81.0,445,3270,1023376706,39647,3668,38.65,24.14,20.64,4.06,13.21,42.73,58.95,47.95
Bangladesh,North America,High,2018,8141,2106,385.69,11.07,50.92,1911,4848,656389420,37531,2428,35.65,5.54,5.06,5.6,19.18,47.35,81.95,63.75
China,Africa,High,2005,5143,8774,338.65,6.04,87.97,4189,5628,292991047,44287,9116,37.31,25.79,33.63,3.85,10.07,32.04,87.88,80.73
China,Africa,Lower-Middle,2006,5556,5134,34.3,16.32,91.77,1245,1360,826068291,35508,2255,57.69,28.53,22.25,5.5,15.83,80.13,93.3,40.84
South Africa,North America,Low,2000,33399,2092,276.55,44.39,60.71,788,9295,27490126,15077,1189,40.39,32.97,20.4,0.9,5.33,51.47,92.17,58.25
Pakistan,Africa,High,2000,5943,8010,262.38,26.57,88.06,4939,6058,458258539,8543,3641,30.3,9.52,31.65,7.86,15.36,78.87,54.86,46.0
India,Asia,High,2004,17741,407,348.85,7.65,79.95,3862,7941,1331063347,34630,4764,89.62,13.15,7.2,9.85,13.15,75.74,56.16,22.82
Pakistan,Africa,High,2005,46711,427,47.99,10.92,76.13,1970,8151,440198886,27914,4764,83.03,32.6,17.83,0.75,12.97,34.63,94.57,77.48
Pakistan,Africa,Low,2015,9212,4538,404.59,16.25,87.94,4282,7333,226101175,51892,9787,64.45,34.62,25.15,8.03,17.91,51.84,91.35,64.4
Pakistan,North America,Low,2024,8721,4847,78.31,29.92,62.85,1816,5787,351568011,55173,4717,82.41,6.17,21.12,2.49,5.05,69.68,72.56,20.15
Russia,North America,High,2015,31846,3357,215.15,17.29,85.59,3240,1864,1261006121,39803,8507,85.48,29.32,11.36,2.06,7.68,94.29,71.07,37.47
Pakistan,Africa,High,2013,16160,2646,441.83,37.61,64.15,1734,2276,342711079,7244,8343,67.33,40.32,15.47,6.96,2.12,58.09,77.09,41.63
Brazil,Europe,Upper-Middle,2000,39415,833,284.66,31.2,85.44,195,570,490702099,41552,7904,56.31,8.11,15.51,0.54,14.66,65.34,79.24,76.81
China,North America,High,2012,12088,5974,196.0,43.82,70.3,1504,7556,326756321,50890,7208,81.74,23.59,39.72,4.69,16.96,82.51,62.46,73.25
South Africa,South America,Lower-Middle,2019,37872,2429,33.62,25.55,55.26,1989,4997,299816665,39760,4023,59.75,19.69,16.42,0.11,8.41,86.23,69.78,47.73
Brazil,South America,Lower-Middle,2009,42720,7881,339.41,17.23,67.17,4063,7217,530603951,54260,9776,28.88,46.11,12.18,5.59,7.46,94.63,80.36,31.01
South Africa,Asia,High,2023,18442,9224,493.41,49.82,60.51,255,6496,1104008468,40770,2319,45.68,13.36,33.79,4.67,13.34,64.8,60.11,47.02
USA,Africa,Low,2009,49667,9284,456.78,18.43,54.52,4057,2393,1387102870,3970,2533,51.21,19.33,19.74,9.16,1.97,43.57,98.94,76.71
South Africa,Europe,Upper-Middle,2008,36873,5317,361.48,22.0,54.96,393,6157,1016552702,32143,1263,85.48,45.43,20.54,7.23,6.23,83.51,63.86,51.67
China,Asia,Low,2012,46552,7688,61.59,40.65,85.1,294,7674,298603125,28311,4785,66.14,19.88,24.21,1.35,7.64,38.79,77.07,28.11
China,Africa,High,2002,2107,2588,127.33,5.34,89.66,4004,1693,570624279,4701,4479,81.27,28.91,25.85,3.61,10.61,59.28,77.15,22.7
Pakistan,North America,Lower-Middle,2017,44977,911,101.56,19.94,91.72,309,9400,727635561,5851,9148,73.03,6.49,25.67,9.32,9.79,73.97,72.12,43.33
Indonesia,South America,Upper-Middle,2019,2516,1926,184.18,5.2,88.43,910,1019,24301468,15827,9823,41.69,49.32,6.21,7.28,4.57,78.43,61.84,30.39
USA,Europe,Low,2001,4074,3576,125.4,7.83,87.36,1469,9973,1057208101,49185,9846,70.31,42.12,33.66,5.98,11.05,81.31,77.7,72.15
India,South America,Low,2016,46809,9927,129.78,1.23,53.1,2931,9909,81007909,27840,6045,33.67,33.55,11.82,5.63,18.55,43.55,54.46,39.51
Nigeria,North America,High,2018,7774,1672,312.2,1.47,85.56,2543,2282,572849397,28680,619,48.57,7.73,15.23,4.04,1.03,98.72,68.96,81.42
South Africa,Africa,Upper-Middle,2022,43203,5568,166.16,19.63,85.25,815,2622,488836083,13988,8145,76.43,8.37,11.07,5.89,13.77,42.49,60.99,63.21
Indonesia,North America,Lower-Middle,2012,16248,2707,341.81,40.65,55.91,2238,7434,861949644,30874,1595,62.84,29.52,31.85,7.74,12.68,36.73,56.08,47.56
Pakistan,North America,High,2012,20675,1982,474.47,29.76,79.79,1931,7236,351469407,5913,958,77.78,17.83,25.43,1.36,18.53,76.48,95.35,62.7
Russia,South America,Upper-Middle,2000,39674,8749,322.85,32.11,70.36,4982,6073,810963346,40700,4512,37.83,33.03,31.44,9.7,13.08,93.7,84.3,40.66
India,Europe,Low,2001,12326,3528,378.31,26.44,90.5,4799,4351,1262270864,22855,4133,72.48,31.92,27.87,2.47,12.68,69.16,58.27,29.89
Bangladesh,North America,High,2000,17972,2706,378.27,41.17,81.29,2397,1552,1131019409,14331,3390,34.16,42.74,8.65,4.53,15.51,71.68,96.52,87.49
Indonesia,South America,Low,2023,34629,9363,172.04,44.14,92.79,2548,1247,1032035046,24321,6997,58.17,17.66,15.55,0.32,5.72,67.69,60.58,59.42
Russia,Europe,Low,2004,4973,339,17.33,42.64,54.72,2006,5719,1166107021,53553,7089,50.35,31.0,22.75,5.55,12.12,32.99,61.55,20.51
USA,Africa,High,2023,23990,7061,36.97,40.79,51.83,4835,9926,929021045,11926,7162,58.95,39.98,15.67,3.88,10.63,77.69,56.53,41.72
Pakistan,Africa,High,2002,40587,5908,148.21,9.95,93.81,2513,2273,191883278,36896,2475,29.49,27.08,12.26,2.57,9.05,55.07,85.66,31.17
India,Asia,High,2006,41935,7373,347.88,30.1,53.61,114,292,138112499,51420,7205,45.29,42.38,35.44,9.86,2.05,95.5,77.97,38.07
India,South America,High,2023,9981,2879,454.27,29.53,67.38,448,8008,1226691405,46632,9255,66.68,10.91,31.17,4.34,6.21,43.08,52.85,23.9
India,Europe,High,2021,9020,6012,479.81,26.87,79.25,1531,7750,1068704538,38620,6720,59.1,38.03,17.08,4.2,5.96,51.15,51.24,37.16
USA,North America,Low,2012,26915,4862,22.67,24.56,89.6,1361,3296,396903522,28585,1922,58.43,47.43,31.78,4.68,14.62,65.34,76.1,67.81
South Africa,Africa,Lower-Middle,2022,18070,7314,495.14,5.37,61.46,2708,8373,805163217,36169,4959,55.76,19.93,26.96,1.25,18.45,63.41,81.93,77.44
Bangladesh,Europe,Lower-Middle,2017,20298,9642,168.02,6.01,51.31,3622,1892,249618166,48286,8447,86.07,21.49,5.13,3.99,5.0,58.02,90.32,44.32
USA,South America,High,2023,4036,8808,423.05,45.21,73.46,518,6197,92337805,18425,865,85.42,8.76,18.31,3.43,1.96,52.01,73.44,56.57
Nigeria,Asia,Low,2020,2273,1523,98.34,31.88,71.2,4356,2285,958593907,46506,115,45.21,33.87,15.17,4.7,20.0,40.3,83.15,22.93
Bangladesh,Africa,Lower-Middle,2006,30394,2037,40.82,13.85,63.81,4984,6884,443940743,2591,2101,44.63,29.86,12.63,8.58,13.98,87.46,85.95,26.36
China,Europe,Lower-Middle,2000,43523,7723,195.39,14.69,89.33,1284,7512,1306839536,11342,52,58.84,6.82,13.81,2.01,17.79,61.41,80.04,58.63
Pakistan,Europe,Lower-Middle,2004,35826,3310,430.87,30.9,83.72,2832,8802,1277868487,10423,7476,26.69,38.85,37.98,6.12,3.31,70.11,67.26,78.84
USA,Europe,Low,2016,5579,7540,118.2,20.94,88.62,73,3800,1335841764,14327,374,41.21,42.32,22.02,0.47,16.11,68.26,56.46,26.16
Russia,South America,High,2007,26338,6789,85.44,22.62,57.28,3931,2033,1315718955,48236,6184,36.16,45.82,34.67,3.24,16.36,70.28,81.73,49.3
Bangladesh,South America,High,2014,22304,3301,455.8,3.97,81.16,4425,476,257400208,24626,654,35.64,29.56,12.5,4.78,3.45,79.34,87.67,87.93
Nigeria,South America,High,2019,47609,5955,469.79,7.8,93.88,869,3960,314351756,8783,4941,64.7,25.37,11.1,0.84,3.65,74.06,59.3,71.72
China,North America,Upper-Middle,2003,20175,5350,16.15,20.27,77.54,2837,3899,847809973,5354,2632,46.9,44.43,36.11,5.49,6.26,49.17,74.25,33.83
South Africa,Europe,Upper-Middle,2001,26094,5104,366.44,35.28,57.71,1557,2602,1102334989,58574,3172,31.98,22.94,22.35,3.17,4.73,68.76,69.47,39.96
Russia,Africa,Upper-Middle,2004,43249,1766,161.51,3.35,94.81,2086,6642,723513832,38317,8026,82.13,34.49,36.33,9.93,19.52,47.12,60.08,86.35
Bangladesh,South America,Low,2000,36792,9254,193.61,17.39,73.77,446,9221,1097691688,6057,3164,81.19,32.69,7.21,6.35,7.58,71.22,62.02,35.47
Pakistan,South America,Lower-Middle,2024,9498,1360,239.86,35.06,87.8,3667,6368,754026586,4932,396,80.37,21.75,37.08,2.52,15.35,60.24,61.65,50.86
Russia,Europe,Lower-Middle,2004,14197,667,219.13,39.81,56.72,772,1557,92126675,12506,3493,47.35,8.91,19.54,1.12,16.2,32.76,70.53,44.89
China,South America,Low,2005,46874,4307,262.34,10.32,79.97,745,7179,435317349,30489,2304,23.99,5.96,10.44,0.5,8.03,81.38,69.13,54.3
Russia,North America,Low,2001,13929,6149,295.36,36.84,91.07,3674,4759,892315965,58543,8352,27.47,24.27,28.92,1.0,13.81,49.23,77.15,36.56
Brazil,North America,High,2000,49307,518,238.14,47.82,73.94,4104,4446,884056523,41255,72,39.32,26.65,32.89,6.83,2.6,94.41,54.57,66.78
Indonesia,South America,High,2003,7640,5955,353.77,45.43,62.99,4738,713,91503593,38288,3866,35.4,42.02,6.66,8.56,8.24,49.64,78.48,36.42
South Africa,Europe,Upper-Middle,2006,42053,1189,362.11,39.68,55.73,1588,6560,466663844,52666,1757,81.18,23.65,39.55,1.65,19.36,99.76,51.07,62.15
China,Europe,Upper-Middle,2021,15401,9678,225.78,35.9,63.32,3739,9054,169249777,27387,6765,89.05,17.65,29.4,4.08,3.79,62.41,62.61,45.04
Russia,Europe,Low,2000,23779,8778,79.81,12.52,65.97,1086,8507,692552460,23132,6103,77.17,25.79,16.25,3.61,8.02,31.85,74.6,37.6
Indonesia,Asia,Upper-Middle,2000,29025,1001,323.91,32.06,81.95,2290,7646,992050432,51668,3865,71.09,15.71,10.3,6.48,15.92,35.34,83.66,68.65
Indonesia,South America,Lower-Middle,2007,20991,8062,388.75,32.52,58.04,1840,9989,1167800052,31443,8988,61.2,9.11,18.74,1.91,13.48,35.75,87.79,87.57
Russia,Europe,Low,2019,3780,3056,322.67,20.93,54.77,1908,9075,284508468,28566,564,73.89,10.09,12.72,9.54,12.81,33.94,51.74,80.86
Pakistan,North America,Low,2015,35480,6125,298.15,25.16,67.41,4305,1591,120369126,1477,6337,86.29,19.36,22.3,7.31,17.14,48.75,76.34,26.08
Brazil,Africa,Lower-Middle,2020,48481,7940,122.41,35.01,70.64,683,3967,534273481,21094,3089,62.09,5.57,32.37,9.56,1.07,52.72,67.37,51.81
USA,Africa,High,2012,30489,6002,326.12,47.65,78.28,558,4600,531485415,40302,5911,30.82,14.91,28.1,2.85,15.54,37.79,84.05,68.63
Brazil,Europe,High,2022,8578,7127,174.08,15.47,81.84,946,3342,97788125,34526,2906,31.47,40.44,20.26,5.92,17.71,60.67,63.91,59.38
Russia,Africa,Lower-Middle,2023,26618,9092,460.58,13.07,90.02,4154,1695,517166273,45315,2391,60.87,15.56,9.16,7.35,0.82,55.57,86.44,70.84
South Africa,Africa,Lower-Middle,2022,24485,2021,330.32,30.49,63.0,905,9807,74974865,18181,8566,43.34,9.98,38.5,7.14,11.4,74.54,79.51,88.26
USA,Asia,Upper-Middle,2017,49204,1241,146.31,7.41,73.79,2579,7541,895147246,10670,6386,83.72,47.71,14.46,0.31,7.3,43.71,88.69,43.96
China,North America,Low,2019,17497,3970,241.73,29.54,66.47,2097,6921,1189620887,7897,3412,62.81,33.01,14.72,9.98,1.49,93.98,98.24,73.96
Brazil,North America,Upper-Middle,2009,14774,7815,424.82,5.35,50.06,923,5741,942396069,40140,7856,67.35,7.7,27.59,9.29,8.65,66.12,94.52,26.58
Russia,Asia,Lower-Middle,2011,1368,6243,174.38,25.04,76.07,1186,905,1284603191,53781,3540,20.41,7.8,31.97,1.29,13.06,73.66,79.07,80.88
Brazil,Asia,Upper-Middle,2000,26898,3096,267.47,31.4,86.71,4781,8042,346358424,30583,2557,54.92,32.55,39.45,5.48,18.42,32.77,93.79,74.49
USA,Africa,Lower-Middle,2009,16542,354,343.04,4.44,51.64,4875,2356,513711000,2232,8198,50.18,29.31,38.92,3.21,12.6,69.14,57.5,56.47
Nigeria,South America,Upper-Middle,2008,32320,6389,379.72,11.14,50.16,4316,3541,1167179103,49128,5217,69.41,8.08,36.98,8.8,17.21,55.77,52.11,77.47
Bangladesh,Africa,Upper-Middle,2002,48675,8093,95.21,17.43,82.75,3283,1871,916732378,3442,3228,46.78,15.09,20.24,7.01,2.87,94.69,76.12,66.66
Brazil,Asia,High,2018,21746,4958,286.92,19.06,80.77,4252,4862,892268535,50100,7481,88.36,46.81,10.83,2.31,4.61,92.0,97.74,58.66
China,North America,Lower-Middle,2008,21061,2854,456.98,34.13,68.26,1532,40,120646366,32048,3374,66.91,30.74,25.46,0.44,19.42,74.64,84.78,86.22
China,Africa,Upper-Middle,2009,16754,3986,484.5,26.92,79.77,2812,252,572264113,9929,9804,66.19,24.81,5.6,2.99,17.8,83.75,64.95,29.12
India,South America,Low,2018,35012,762,331.51,19.72,92.9,3132,6928,945658967,30241,1594,84.35,16.26,11.87,0.48,5.09,75.12,82.77,89.51
Brazil,Africa,Upper-Middle,2015,35524,6898,491.99,23.08,61.15,4600,9700,70223264,37768,5901,89.66,11.02,5.09,1.5,12.61,31.19,51.96,30.81
Bangladesh,Europe,Upper-Middle,2023,24496,9923,289.66,1.64,61.07,2466,5521,121967743,58176,8767,33.85,23.12,11.32,6.4,7.57,79.22,73.06,53.61
Pakistan,Africa,Low,2017,29118,9575,226.88,38.76,58.38,1659,5518,27044448,23017,6222,76.74,46.51,21.62,7.48,9.64,42.4,61.63,36.2
Indonesia,Asia,Lower-Middle,2013,12359,8416,280.28,3.01,82.58,2330,4678,1324119322,30449,4683,31.36,7.19,18.77,4.73,17.29,77.78,52.41,39.03
Bangladesh,North America,High,2002,24080,3255,66.7,41.64,65.89,2515,6097,787949088,29399,9991,51.99,49.59,17.93,6.04,14.85,30.74,62.25,64.23
Indonesia,North America,High,2001,5923,5235,206.84,27.51,94.49,1153,7025,288191840,15568,6336,27.01,14.35,34.08,1.64,5.15,51.76,85.4,22.43
Indonesia,Asia,High,2000,38357,9658,234.62,26.86,82.16,3782,7646,366252803,48494,9082,63.64,23.39,28.62,3.24,6.66,66.18,77.01,85.85
Nigeria,Europe,Low,2017,7108,6556,425.83,35.52,66.53,55,6672,162974045,665,2315,52.8,7.03,37.78,7.16,6.15,53.32,51.15,39.57
India,Asia,Upper-Middle,2023,42985,1822,381.74,43.12,56.71,3324,4013,664228139,13372,8954,64.01,31.32,20.59,3.71,15.72,78.58,70.08,39.08
Bangladesh,Africa,Lower-Middle,2008,5376,1124,304.7,47.19,76.64,4416,9861,124420763,21716,8308,67.46,26.76,14.53,3.55,10.06,66.59,86.86,80.45
Bangladesh,Asia,Upper-Middle,2012,21538,5497,180.17,27.63,63.27,2619,608,961873055,30706,9002,63.36,35.0,9.29,2.02,19.04,97.18,96.78,73.54
Nigeria,Asia,High,2001,28506,8833,101.65,8.38,90.75,4436,2205,1235281699,29769,6337,40.58,29.42,28.52,5.99,16.43,55.05,92.84,67.02
Brazil,Europe,Upper-Middle,2006,36275,5314,180.4,44.05,69.86,4116,79,1073349469,29764,5310,78.59,22.92,34.46,8.11,4.62,80.53,50.07,30.25
Brazil,Africa,Low,2015,31310,7372,343.1,2.99,63.17,3129,8149,1087802793,12719,8706,58.62,38.2,11.43,4.75,15.83,88.51,60.72,73.87
Brazil,South America,Low,2020,14825,6701,138.89,40.56,76.48,1410,9595,500854570,19658,4241,54.29,6.13,35.76,1.24,10.37,47.75,60.18,45.25
South Africa,South America,Lower-Middle,2018,36392,2460,219.17,34.34,56.16,1601,3669,915657019,59543,4949,89.09,29.35,23.42,8.4,5.45,82.79,70.24,89.57
Indonesia,North America,Lower-Middle,2024,2253,9089,199.52,45.33,75.27,17,9851,920199721,26489,1517,39.85,10.12,10.04,0.81,7.58,57.53,81.64,66.99
South Africa,Asia,High,2014,30031,6491,385.14,44.98,52.53,993,5644,1348830294,42906,4902,56.96,24.62,27.5,4.77,19.46,39.01,57.5,78.51
India,North America,Lower-Middle,2021,18496,8735,443.06,3.6,77.31,3607,2291,639573066,38288,6151,67.76,40.6,23.2,2.68,9.94,30.26,94.87,71.36
Nigeria,Europe,Upper-Middle,2010,3775,8787,352.69,30.86,73.86,1760,6832,1166795888,28558,7597,28.77,11.41,5.99,9.37,14.53,82.06,88.08,61.6
Bangladesh,South America,Low,2000,9247,9782,177.39,7.11,73.43,3521,3692,549178797,24632,2810,44.8,47.11,18.97,7.4,9.8,43.04,70.55,70.14
Indonesia,Asia,Low,2020,45711,9125,222.26,4.84,80.79,3838,2693,1254390505,54396,6471,76.12,44.98,32.47,5.71,7.75,33.58,78.62,61.82
South Africa,Europe,Low,2006,1324,4006,80.24,22.97,52.0,575,4572,734844368,59531,1443,36.57,23.67,24.44,6.71,16.03,64.8,76.55,23.58
South Africa,Europe,Lower-Middle,2019,14380,6603,92.37,5.78,70.69,2330,4662,1308705462,17330,3743,54.53,5.27,14.87,5.37,17.04,54.27,78.53,44.19
Russia,Asia,Low,2007,44309,6919,90.5,36.67,69.98,910,4941,1333113374,28550,5428,64.14,40.54,37.5,1.56,1.9,78.43,92.15,42.15
South Africa,Europe,Low,2009,1581,7581,73.99,48.48,70.69,2188,9512,758664809,33364,1749,66.98,44.64,13.32,7.12,5.94,37.52,59.81,69.98
Pakistan,Asia,Low,2004,12017,3144,97.99,28.91,94.1,3602,4723,189848137,35694,1170,70.98,12.86,13.85,4.98,10.4,39.29,83.5,60.33
Bangladesh,Asia,High,2008,22183,2415,109.32,12.52,56.27,2781,5423,506756077,44177,5379,80.62,46.23,17.41,6.38,6.67,58.29,55.24,62.73
Pakistan,Africa,High,2024,17376,6718,64.8,42.32,81.07,123,5610,285378579,20141,1621,47.5,46.13,36.31,0.55,15.78,66.43,72.5,79.29
Bangladesh,North America,Lower-Middle,2024,38032,5050,323.73,42.8,68.09,541,4113,1006602864,30875,778,69.46,26.21,22.77,1.51,2.74,87.69,81.16,56.77
Nigeria,Europe,Low,2000,8766,7970,495.3,36.91,73.03,1532,2085,1091554062,14055,665,71.25,40.91,28.88,5.93,16.06,70.99,50.61,35.28
Bangladesh,Europe,Lower-Middle,2001,11683,3397,440.8,31.14,84.31,3420,792,966042689,21610,420,41.02,25.02,39.17,4.65,12.55,93.18,55.3,20.87
Pakistan,Africa,Low,2018,21566,3725,32.35,43.52,57.08,1054,3816,1352138883,23735,6817,87.77,30.38,32.42,2.35,6.14,45.24,54.47,31.16
Bangladesh,Africa,Low,2013,49980,1002,217.3,9.0,84.36,42,9535,395231603,41962,5388,80.57,19.39,11.04,2.48,7.22,71.74,68.36,22.14
Nigeria,Africa,Low,2019,13377,3350,431.06,46.65,53.16,142,1067,1338120727,29459,4992,40.29,12.18,32.59,6.35,4.07,75.87,80.48,36.59
Nigeria,South America,Lower-Middle,2009,10482,3229,75.99,47.41,71.75,2977,2064,847136529,41457,9189,67.25,38.59,31.19,0.68,5.43,80.81,98.8,64.45
India,South America,Lower-Middle,2008,9468,3297,425.35,43.73,83.39,1736,2119,324703946,45924,1169,70.25,5.06,13.14,4.4,14.49,99.21,62.45,30.6
Bangladesh,South America,Low,2009,27098,4465,300.42,13.28,58.66,35,7293,896383769,41524,9697,50.2,31.08,16.39,5.28,7.83,62.76,56.66,25.73
Russia,Asia,Upper-Middle,2005,15139,3407,466.34,43.05,84.69,2658,1330,1005594631,40008,6381,80.46,43.91,29.85,3.15,13.91,55.85,70.32,87.96
Brazil,Europe,Lower-Middle,2016,5174,6522,439.26,25.38,57.51,4650,7859,1284443989,23598,7069,68.32,14.96,13.34,8.22,10.53,89.65,57.15,89.78
China,North America,High,2024,4816,6046,341.75,30.15,85.97,1271,4427,928662209,15809,2472,66.07,19.98,12.29,0.66,3.33,42.38,51.2,64.59
Nigeria,Asia,Lower-Middle,2005,48582,4898,332.33,42.19,71.1,2075,3709,420925636,14605,7640,35.46,31.44,29.62,8.67,10.23,32.59,77.63,27.6
USA,Europe,Low,2003,10195,5525,114.45,2.45,80.81,3355,742,1333468322,50313,9582,48.55,16.11,35.82,7.26,15.25,61.05,93.1,77.51
Brazil,Europe,Upper-Middle,2019,49082,1087,67.21,18.78,91.28,943,6572,1215924523,9172,9760,50.37,43.14,7.63,4.52,6.3,47.3,92.18,57.74
Indonesia,Africa,Low,2002,31594,8312,213.54,40.97,68.38,1060,3559,996883666,30828,5875,71.36,21.5,20.61,9.25,13.14,57.76,54.94,32.75
Bangladesh,Africa,High,2022,22687,7058,101.42,40.88,60.48,826,6173,149132198,14578,6810,63.29,31.17,26.25,7.05,4.38,99.03,57.23,60.3
Pakistan,Asia,Lower-Middle,2018,41647,5981,60.18,42.59,89.02,4213,6565,1352768690,40147,8952,26.01,15.18,28.67,9.32,3.15,54.39,74.06,22.76
China,Africa,Lower-Middle,2017,1714,5692,158.14,9.29,57.27,747,5388,473165379,37930,4620,41.54,6.86,39.87,4.78,7.52,79.56,68.02,88.07
USA,Europe,Low,2023,24440,155,431.64,35.59,78.42,2924,8806,953137302,41083,623,53.11,12.82,28.89,4.58,8.09,47.53,84.45,77.82
Brazil,Africa,Low,2003,44906,819,18.4,8.18,91.55,3612,1732,1057044589,36529,557,71.57,7.08,26.71,5.35,15.34,51.24,74.25,38.25
Bangladesh,South America,High,2007,26185,2990,153.39,39.47,80.35,802,2822,1126586073,905,6785,72.05,26.09,39.64,0.75,9.47,47.02,50.99,49.32
India,Africa,Upper-Middle,2016,43981,7949,217.79,13.01,58.81,3185,9783,663050300,54512,2272,54.34,31.4,7.12,9.09,2.08,70.05,63.94,47.67
Indonesia,Europe,High,2004,16477,6664,260.18,37.15,56.85,1365,7547,739038577,4060,7738,28.19,7.01,7.61,6.71,12.86,45.83,94.17,80.3
China,Asia,Upper-Middle,2012,45339,5855,98.97,23.3,61.35,1395,2288,856552793,12075,1344,40.5,9.07,24.62,6.21,9.65,80.29,75.06,44.82
Russia,North America,Lower-Middle,2024,36404,4405,482.47,49.33,67.61,4002,2360,637379974,12359,9939,37.83,26.85,17.55,9.27,6.97,77.62,89.1,23.36
India,Africa,Upper-Middle,2000,26038,983,293.65,29.41,57.16,4394,3633,805328046,31112,837,74.67,40.96,8.38,9.94,16.14,59.49,69.71,35.03
USA,Europe,Upper-Middle,2012,39886,8816,265.83,32.0,85.9,1070,6540,96130905,13653,4717,32.6,33.26,15.73,1.72,3.51,31.79,83.17,35.09
China,North America,Lower-Middle,2003,38533,5710,14.32,19.04,66.07,1381,724,1375169906,41124,2283,52.54,9.71,28.6,7.52,18.31,31.59,58.28,86.45
India,North America,Lower-Middle,2021,8465,5956,248.0,36.99,92.12,4148,934,788366486,42577,8828,66.95,44.94,35.82,5.84,7.01,67.3,86.09,84.68
Indonesia,South America,Lower-Middle,2023,10097,6100,420.46,25.25,87.91,1159,3172,935079397,27513,3700,87.54,46.29,8.3,4.66,9.49,88.74,88.54,41.04
Russia,North America,High,2013,41976,8311,117.63,1.89,90.9,3212,4163,1048203707,7190,3299,89.95,19.62,23.91,9.78,18.62,71.92,54.42,20.19
India,Europe,Lower-Middle,2002,28240,4524,182.09,30.82,63.25,3363,4539,729064428,44942,6121,86.7,32.72,15.36,8.52,15.34,60.5,58.98,56.19
South Africa,Europe,Low,2004,7069,9544,20.08,41.69,75.82,2952,2579,579336286,22215,4086,70.28,27.15,28.36,7.0,1.95,91.75,72.68,75.81
Russia,Africa,Lower-Middle,2006,38481,304,488.69,12.6,64.47,4638,2825,848666301,53092,8797,72.25,47.39,24.23,3.89,11.78,43.79,81.23,38.8
USA,Africa,Lower-Middle,2000,12381,9949,42.66,11.83,61.56,3458,6982,489945468,1241,1759,73.14,27.89,37.43,6.69,6.55,55.16,81.24,50.73
Indonesia,Africa,Lower-Middle,2022,37496,7137,450.13,30.84,77.32,3057,4588,1239327215,11931,5262,80.38,48.2,6.32,5.36,10.42,69.57,82.74,32.1
Bangladesh,North America,Upper-Middle,2011,32677,4837,163.36,41.08,86.81,2720,4472,800655655,7681,1560,86.62,13.97,21.45,2.57,14.99,50.42,85.01,42.92
Pakistan,North America,High,2010,37677,7912,297.9,13.23,54.21,1510,898,626042924,31805,5953,51.2,20.55,11.75,4.56,10.18,99.84,74.78,73.12
Pakistan,South America,Lower-Middle,2023,1090,9075,342.86,46.68,62.41,78,5958,1063012219,8231,8217,49.16,40.16,23.79,2.2,1.88,61.66,78.17,49.98
Pakistan,Africa,High,2007,26619,6406,79.01,46.44,59.23,1876,3488,1284505340,36189,7602,52.23,40.26,34.88,5.05,10.83,33.62,50.41,51.31
China,Asia,Low,2024,28415,3792,227.44,10.83,85.93,1958,3599,105358864,40642,3556,66.19,37.95,36.9,7.23,0.97,42.33,58.16,75.27
USA,South America,Low,2005,3208,2085,169.48,13.93,92.0,3911,1733,1208530725,59675,6128,74.28,43.68,18.94,0.46,7.29,67.27,74.43,73.41
Indonesia,Asia,Lower-Middle,2021,39249,2017,37.74,35.33,53.6,3518,1268,1293277106,29214,6482,80.94,36.61,33.41,7.68,9.82,68.5,86.53,33.1
